gene_name	A549_0_1	A549_0_2	A549_0_3	A549_25_1	A549_25_2	A549_25_3
ENSG00000177291.3	3	1	1	2	3	0
ENSG00000177283.7	1884	2168	1342	1995	1794	1418
ENSG00000284265.1	0	0	0	0	0	0
ENSG00000226646.1	5	3	4	2	1	0
ENSG00000280719.1	0	0	0	0	1	2
ENSG00000227313.1	0	0	0	0	0	0
ENSG00000227475.1	0	0	0	0	0	0
ENSG00000236626.1	0	0	0	0	0	0
ENSG00000228694.1	0	0	0	0	0	0
ENSG00000237002.6	0	0	0	0	0	0
ENSG00000274458.1	0	0	0	0	0	0
ENSG00000229644.6	4953	6748	6599	6358	7015	6142
ENSG00000207271.1	0	0	0	0	0	0
ENSG00000238176.1	0	0	0	0	0	0
ENSG00000233533.1	0	0	0	0	0	0
ENSG00000225355.1	5	0	3	4	0	1
ENSG00000148513.17	110	138	109	149	107	100
ENSG00000206796.1	0	0	0	0	0	0
ENSG00000234918.1	13	20	19	22	12	6
ENSG00000235687.9	54	53	37	40	40	42
ENSG00000244402.3	1	0	0	0	0	1
ENSG00000252621.1	0	0	0	0	0	0
ENSG00000237970.1	2	1	1	2	4	3
ENSG00000236313.1	2	2	3	7	2	3
ENSG00000224920.1	1	1	1	0	0	2
ENSG00000225276.1	0	0	0	0	0	0
ENSG00000256892.2	0	0	0	1	0	0
ENSG00000226578.1	5	2	1	1	2	0
ENSG00000198105.13	912	1141	911	1048	1020	907
ENSG00000260137.1	0	0	0	0	0	0
ENSG00000225192.1	0	0	1	1	0	1
ENSG00000228828.1	7	8	15	7	8	5
ENSG00000236514.1	8	7	6	6	7	6
ENSG00000151963.4	0	0	0	0	0	0
ENSG00000235197.1	0	0	0	0	0	0
ENSG00000175395.15	432	486	414	452	412	365
ENSG00000226447.1	0	1	0	0	0	0
ENSG00000206840.1	0	0	0	0	0	0
ENSG00000189180.15	2334	2379	2139	2728	2241	1934
ENSG00000252132.1	0	0	0	0	0	0
ENSG00000275675.1	0	0	0	0	0	0
ENSG00000226086.5	22	33	19	29	33	19
ENSG00000235964.1	1	0	0	0	0	0
ENSG00000075407.18	1887	2234	2154	2321	2055	2006
ENSG00000283930.1	48	39	22	50	40	28
ENSG00000272983.1	5	3	2	4	1	4
ENSG00000225965.1	0	0	0	0	0	0
ENSG00000224761.4	0	0	0	0	0	0
ENSG00000226113.1	0	0	0	0	0	0
ENSG00000234941.1	0	0	0	0	0	0
ENSG00000099251.14	221	266	183	221	299	152
ENSG00000120555.13	22	33	19	29	25	28
ENSG00000276805.2	505	540	501	568	517	424
ENSG00000222314.1	0	0	0	0	0	0
ENSG00000228882.1	0	0	0	0	0	0
ENSG00000203496.9	21	16	20	14	12	22
ENSG00000215151.4	0	0	0	0	0	0
ENSG00000277133.1	6	11	5	13	9	6
ENSG00000225638.1	0	0	0	0	0	0
ENSG00000233867.2	0	0	0	0	0	0
ENSG00000227264.3	0	0	0	0	0	0
ENSG00000234541.2	1	0	0	0	0	0
ENSG00000227679.1	0	0	0	0	0	0
ENSG00000233832.1	0	1	0	0	0	0
ENSG00000229485.1	0	0	0	0	0	0
ENSG00000237592.2	0	0	0	0	0	0
ENSG00000271650.1	0	1	0	0	0	0
ENSG00000274167.4	0	0	0	0	0	0
ENSG00000228755.1	0	0	0	0	0	0
ENSG00000215146.5	0	0	0	0	0	0
ENSG00000182632.15	0	0	0	1	0	0
ENSG00000279239.1	0	0	0	0	0	0
ENSG00000185904.11	2	7	4	0	1	1
ENSG00000234420.7	1332	1495	1130	1599	1397	1078
ENSG00000270762.1	0	0	0	0	0	0
ENSG00000233837.1	149	145	146	132	155	128
ENSG00000196693.14	1037	932	981	1182	907	860
ENSG00000277479.1	0	0	0	0	0	0
ENSG00000272319.2	0	0	0	0	0	0
ENSG00000272387.2	0	0	0	0	0	0
ENSG00000251783.1	0	0	0	0	0	0
ENSG00000285884.1	3	3	4	6	5	8
ENSG00000232109.1	0	0	0	0	0	0
ENSG00000233515.1	0	0	0	0	0	0
ENSG00000231009.1	0	0	0	0	0	0
ENSG00000234864.1	0	0	0	0	0	0
ENSG00000230425.1	0	1	0	1	0	1
ENSG00000270552.1	0	0	0	0	0	0
ENSG00000259869.2	2	2	1	4	0	3
ENSG00000165733.7	6457	7270	7340	6829	7301	6750
ENSG00000252416.1	0	0	0	0	0	0
ENSG00000234944.1	0	0	0	0	0	0
ENSG00000229630.1	0	0	0	0	0	0
ENSG00000263795.1	0	0	0	0	0	0
ENSG00000165731.18	55	55	28	69	50	29
ENSG00000273008.1	18	29	20	38	28	19
ENSG00000169826.7	1549	1825	1480	1749	1602	1478
ENSG00000198915.11	235	356	209	226	302	218
ENSG00000224265.1	2	3	1	1	1	3
ENSG00000285712.1	12	13	7	12	6	8
ENSG00000221468.1	0	0	0	0	0	0
ENSG00000150201.14	0	1	1	0	1	1
ENSG00000169813.16	20110	23622	20784	22532	23227	19842
ENSG00000221400.2	0	0	0	0	0	0
ENSG00000230555.2	136	192	147	157	159	146
ENSG00000243660.9	226	207	171	233	224	144
ENSG00000252532.1	0	0	0	0	0	0
ENSG00000236114.1	1	0	0	1	0	1
ENSG00000196793.13	306	294	349	340	264	336
ENSG00000232004.1	140	145	147	140	132	146
ENSG00000198298.12	154	197	191	162	159	159
ENSG00000223910.1	0	0	1	1	0	1
ENSG00000237389.1	0	0	0	0	0	0
ENSG00000238263.1	0	0	0	0	0	0
ENSG00000169740.13	1066	978	782	992	885	754
ENSG00000226245.1	0	0	0	0	0	0
ENSG00000230565.1	1	2	3	3	0	1
ENSG00000228426.1	0	0	0	0	0	0
ENSG00000271173.1	0	0	0	0	0	0
ENSG00000224162.1	0	0	0	0	0	0
ENSG00000223746.1	0	0	0	0	0	1
ENSG00000234973.5	0	0	0	0	0	0
ENSG00000226790.3	244	238	207	303	227	212
ENSG00000226808.2	0	0	2	0	0	0
ENSG00000236769.2	0	0	0	0	0	0
ENSG00000227029.1	0	0	0	0	0	0
ENSG00000233395.1	0	0	0	0	0	0
ENSG00000237590.1	0	0	0	0	0	0
ENSG00000229116.2	0	0	0	0	0	0
ENSG00000277288.4	0	0	0	0	0	0
ENSG00000107562.16	23	16	6	30	20	12
ENSG00000214089.3	12	2	13	9	3	7
ENSG00000270767.1	35	37	27	40	38	37
ENSG00000234580.1	0	0	0	0	0	0
ENSG00000227395.1	0	0	0	0	0	0
ENSG00000224812.2	1	1	0	0	1	1
ENSG00000234504.2	0	0	0	0	0	0
ENSG00000187783.11	0	0	0	0	0	0
ENSG00000223462.2	0	0	0	0	0	0
ENSG00000273363.1	9	9	10	20	17	12
ENSG00000107551.20	283	229	188	258	221	158
ENSG00000165507.8	36	40	17	47	48	24
ENSG00000165511.6	7	2	6	5	5	5
ENSG00000165512.4	850	937	868	952	823	835
ENSG00000226937.9	3	8	2	10	2	2
ENSG00000277757.4	0	0	0	0	0	0
ENSG00000270258.1	0	0	0	0	0	0
ENSG00000228462.1	5	9	2	3	3	2
ENSG00000232554.8	0	0	0	0	0	0
ENSG00000235690.2	0	0	0	0	0	0
ENSG00000243349.2	0	0	0	0	0	0
ENSG00000236442.1	0	0	0	0	0	0
ENSG00000230501.1	0	0	0	0	0	0
ENSG00000263476.1	0	0	0	0	0	0
ENSG00000227683.1	0	0	0	0	0	0
ENSG00000275312.1	0	0	0	0	0	0
ENSG00000278531.1	0	0	0	0	0	0
ENSG00000207071.1	0	0	0	0	0	0
ENSG00000234993.1	0	0	0	0	0	0
ENSG00000224402.2	1	0	3	3	3	2
ENSG00000256574.7	0	0	0	0	0	0
ENSG00000012779.10	19	15	7	12	7	6
ENSG00000231964.1	0	1	0	1	0	0
ENSG00000165406.15	1787	1832	1519	2105	1815	1425
ENSG00000172671.19	262	335	276	315	316	268
ENSG00000230869.1	27	36	34	30	26	30
ENSG00000237840.6	19	24	17	28	22	29
ENSG00000228702.1	2	2	7	4	6	2
ENSG00000172661.18	2020	2314	1790	2136	2318	1733
ENSG00000270434.1	0	0	0	1	0	0
ENSG00000231122.5	0	0	1	1	0	0
ENSG00000188234.13	128	149	136	158	146	136
ENSG00000239883.8	221	238	195	238	233	232
ENSG00000239152.1	0	0	0	0	0	0
ENSG00000264217.2	0	0	0	0	0	0
ENSG00000265354.3	5069	5769	5852	5519	5728	5411
ENSG00000265733.1	1	1	1	1	0	0
ENSG00000266412.5	9401	10624	9147	10262	9645	8795
ENSG00000263639.5	1	0	0	1	1	0
ENSG00000280012.2	4	4	5	4	1	4
ENSG00000264204.2	1	0	0	0	0	0
ENSG00000263482.3	1	0	0	0	1	1
ENSG00000274209.4	33	30	15	41	29	23
ENSG00000279058.2	6	1	1	1	2	2
ENSG00000273225.4	0	0	0	0	0	0
ENSG00000279458.2	3	3	1	5	7	6
ENSG00000264230.8	1048	1135	945	1197	1038	945
ENSG00000285402.1	14	22	16	20	20	11
ENSG00000285294.1	746	738	790	841	732	799
ENSG00000213412.3	107	81	130	123	83	124
ENSG00000204174.7	997	1345	1201	1323	1292	1206
ENSG00000204175.5	2492	2987	2383	2710	2724	2470
ENSG00000204176.13	27	33	30	28	26	25
ENSG00000231187.2	100	109	80	95	82	84
ENSG00000229227.8	3	2	1	1	3	0
ENSG00000165874.13	1	1	3	2	0	0
ENSG00000272430.1	1	0	0	1	1	0
ENSG00000229927.2	3	9	6	6	2	6
ENSG00000274186.1	0	0	0	0	0	0
ENSG00000285662.1	0	0	0	0	0	0
ENSG00000280913.2	0	0	0	0	0	0
ENSG00000265366.6	12	15	8	19	9	9
ENSG00000215097.3	0	0	2	2	0	0
ENSG00000204177.10	140	129	148	144	124	126
ENSG00000238405.1	0	0	0	0	1	0
ENSG00000243289.1	5	2	7	3	3	1
ENSG00000150175.13	3	5	9	6	6	6
ENSG00000204179.10	278	358	312	297	307	307
ENSG00000266524.2	8	10	3	13	5	15
ENSG00000263761.2	0	0	0	0	0	0
ENSG00000265203.1	0	0	0	0	0	0
ENSG00000265763.3	962	1277	984	865	1074	1000
ENSG00000265190.6	780	854	699	894	724	762
ENSG00000270369.1	0	1	1	0	1	0
ENSG00000189090.7	0	0	1	0	0	0
ENSG00000224919.1	1	0	0	0	0	0
ENSG00000204172.12	204	192	225	253	225	186
ENSG00000254929.6	4	3	5	8	5	2
ENSG00000252877.1	0	0	0	0	0	0
ENSG00000251079.6	28	38	31	31	29	24
ENSG00000265630.2	2	3	4	2	1	5
ENSG00000215065.3	0	1	1	0	0	2
ENSG00000266217.2	0	0	0	0	0	0
ENSG00000264404.2	0	0	0	0	0	0
ENSG00000189014.7	12	19	16	11	17	5
ENSG00000276544.1	0	0	0	0	0	0
ENSG00000226964.1	136	196	152	215	189	150
ENSG00000277758.4	59	71	79	78	73	67
ENSG00000276850.4	1518	1778	1638	1895	1605	1634
ENSG00000264717.5	492	575	558	589	550	536
ENSG00000273760.1	956	1028	1334	1185	1026	1226
ENSG00000276430.2	0	0	0	0	0	0
ENSG00000265018.6	23	30	25	33	41	32
ENSG00000252149.1	0	0	0	0	0	0
ENSG00000270025.2	6	6	6	16	12	8
ENSG00000278561.1	2	3	2	4	7	2
ENSG00000170324.20	0	3	2	3	5	3
ENSG00000285786.1	0	0	0	0	0	0
ENSG00000225482.1	0	0	0	0	0	0
ENSG00000107643.16	2124	2195	2011	2529	2186	1785
ENSG00000279822.1	14	17	13	13	14	9
ENSG00000128805.14	245	273	265	259	294	246
ENSG00000248682.1	0	0	0	0	0	0
ENSG00000231906.1	0	3	1	1	2	0
ENSG00000251413.1	0	0	0	0	0	0
ENSG00000236800.1	0	0	0	0	0	0
ENSG00000128815.19	0	1	1	0	0	0
ENSG00000228754.1	0	1	0	0	0	0
ENSG00000228403.1	0	0	0	0	0	0
ENSG00000241577.1	0	0	0	0	0	0
ENSG00000165383.11	0	0	0	0	0	0
ENSG00000233665.8	0	0	0	0	0	0
ENSG00000226576.1	0	0	0	0	0	0
ENSG00000264800.1	0	0	0	0	0	0
ENSG00000165633.12	97	129	50	130	113	79
ENSG00000234736.5	0	0	0	0	0	0
ENSG00000172538.6	0	0	0	0	0	0
ENSG00000204161.13	0	0	0	0	0	0
ENSG00000236208.1	0	0	0	0	0	0
ENSG00000177354.11	0	0	0	0	0	0
ENSG00000165606.8	0	0	0	0	0	0
ENSG00000235939.1	0	0	0	0	0	0
ENSG00000225830.12	984	1104	974	1057	979	920
ENSG00000271237.1	0	0	0	0	0	0
ENSG00000070748.18	0	0	0	0	0	0
ENSG00000187714.6	0	0	2	0	0	0
ENSG00000178645.12	0	0	0	0	0	0
ENSG00000197444.9	26	34	19	44	52	23
ENSG00000226389.3	8	14	6	11	13	15
ENSG00000229870.1	0	0	0	0	0	0
ENSG00000227345.8	2063	2530	2145	2125	2491	2111
ENSG00000230166.1	0	0	0	0	0	0
ENSG00000204152.10	526	536	535	645	541	515
ENSG00000223111.1	0	0	0	2	0	0
ENSG00000178440.5	16	18	27	23	20	17
ENSG00000222108.1	0	0	0	0	0	0
ENSG00000285803.1	1	0	0	0	0	1
ENSG00000204149.10	554	506	530	599	506	480
ENSG00000235618.8	10	8	6	7	9	13
ENSG00000226631.1	0	0	0	1	0	0
ENSG00000099290.16	1052	1195	947	1137	1139	850
ENSG00000233011.1	0	0	0	0	0	0
ENSG00000188611.14	40	37	43	35	30	32
ENSG00000225137.1	1885	1925	1873	1951	2058	1548
ENSG00000198964.13	2120	2296	1881	2234	2062	1911
ENSG00000279863.1	0	0	0	0	0	0
ENSG00000225303.2	0	0	0	0	0	0
ENSG00000238523.1	0	0	0	0	0	0
ENSG00000226200.6	219	139	144	234	151	119
ENSG00000231588.1	4	1	0	2	5	3
ENSG00000231345.3	1	3	3	3	0	0
ENSG00000232706.3	0	0	0	0	1	0
ENSG00000226168.1	0	0	0	0	0	0
ENSG00000230011.2	0	0	0	0	0	0
ENSG00000213667.3	7	5	9	9	7	5
ENSG00000204147.10	298	359	352	355	340	326
ENSG00000148584.14	30	44	35	36	43	38
ENSG00000229711.1	0	0	0	0	0	0
ENSG00000236944.1	0	0	0	0	0	0
ENSG00000261368.1	0	0	0	0	0	0
ENSG00000185532.16	0	0	0	0	0	0
ENSG00000223502.1	0	0	0	0	0	0
ENSG00000231132.1	0	0	0	0	0	0
ENSG00000207813.1	0	0	0	0	0	0
ENSG00000235279.1	0	0	0	0	0	0
ENSG00000213659.4	0	0	0	0	0	0
ENSG00000177613.8	3047	3253	2884	3360	3145	2763
ENSG00000236671.8	49	70	70	77	84	59
ENSG00000107984.9	5812	6944	6312	6506	7111	6293
ENSG00000213657.3	3	0	0	0	1	0
ENSG00000227972.1	11	12	12	18	14	12
ENSG00000231131.7	410	533	518	403	590	516
ENSG00000165471.6	0	0	0	0	0	0
ENSG00000201196.1	0	0	0	0	0	0
ENSG00000285958.1	0	0	0	0	0	0
ENSG00000227121.1	0	0	0	0	0	0
ENSG00000231399.1	0	0	0	0	0	0
ENSG00000226296.1	0	0	0	0	0	0
ENSG00000252161.1	0	0	0	0	0	0
ENSG00000233805.1	0	0	0	0	0	0
ENSG00000150275.18	0	0	1	1	1	0
ENSG00000252252.1	0	0	0	0	0	0
ENSG00000234173.1	0	0	0	0	0	0
ENSG00000224697.1	0	0	0	0	0	0
ENSG00000221594.1	0	0	0	0	0	0
ENSG00000236958.1	0	0	0	0	0	0
ENSG00000236744.2	0	0	0	0	0	0
ENSG00000223800.1	0	0	0	0	0	0
ENSG00000228048.1	0	0	0	0	0	0
ENSG00000249860.3	0	0	1	0	0	0
ENSG00000236993.2	4	1	2	3	4	0
ENSG00000270541.1	0	0	0	0	0	0
ENSG00000122952.16	6146	7092	6702	6950	7478	6337
ENSG00000238707.1	0	0	0	0	0	0
ENSG00000264747.1	0	0	0	0	0	0
ENSG00000235810.1	0	0	0	0	0	0
ENSG00000223841.1	0	0	0	0	0	0
ENSG00000270192.1	0	0	0	0	0	0
ENSG00000232115.1	0	0	0	0	0	1
ENSG00000151151.5	765	784	736	1021	754	678
ENSG00000180221.6	1	0	0	0	0	1
ENSG00000122873.11	2026	2218	2110	2178	2216	1922
ENSG00000228527.1	4	6	7	7	4	4
ENSG00000261076.1	0	0	0	0	0	0
ENSG00000072401.14	1747	1933	1578	1989	1840	1600
ENSG00000108064.10	5432	5980	5846	6690	5947	5463
ENSG00000122870.11	12448	13656	11597	13694	12404	10544
ENSG00000183055.5	40	43	43	40	51	44
ENSG00000252076.1	0	0	0	0	0	0
ENSG00000237949.1	1	0	0	2	1	0
ENSG00000226888.2	0	0	0	0	0	0
ENSG00000226557.1	4	2	7	10	5	8
ENSG00000165443.11	38	48	47	40	35	46
ENSG00000148541.12	1	0	1	0	0	4
ENSG00000236556.1	0	0	0	0	0	0
ENSG00000235469.1	0	0	0	0	0	0
ENSG00000235140.2	0	0	0	0	0	0
ENSG00000165449.11	6	5	7	13	8	5
ENSG00000227877.6	0	1	0	2	0	0
ENSG00000108091.10	4730	5475	4764	5137	4986	4427
ENSG00000235931.2	0	0	0	0	0	0
ENSG00000151150.21	70	76	56	81	82	54
ENSG00000232682.2	0	0	0	0	1	0
ENSG00000202190.1	0	0	0	0	0	0
ENSG00000282121.1	0	1	0	0	0	0
ENSG00000122872.8	0	0	0	2	0	0
ENSG00000254271.1	0	0	0	0	0	0
ENSG00000170312.15	5839	7218	7139	7368	7257	6562
ENSG00000072422.16	953	990	877	1232	1102	797
ENSG00000223107.1	0	0	0	0	0	0
ENSG00000227244.2	0	0	0	0	1	0
ENSG00000196932.11	9	6	1	7	5	3
ENSG00000237233.2	0	0	1	0	0	1
ENSG00000183346.7	35	19	31	30	19	16
ENSG00000272592.1	0	0	0	0	0	0
ENSG00000233643.2	0	0	0	1	0	0
ENSG00000150347.15	209	186	200	221	178	128
ENSG00000182010.10	303	378	315	369	314	265
ENSG00000234756.1	0	0	0	0	0	0
ENSG00000240940.3	0	0	0	0	0	0
ENSG00000138311.16	116	131	94	114	83	95
ENSG00000285837.1	0	0	0	0	0	0
ENSG00000285551.1	0	0	0	0	0	0
ENSG00000238280.2	4	4	6	6	3	4
ENSG00000234489.1	0	0	0	0	0	0
ENSG00000181915.4	2666	2937	2376	2921	2798	2436
ENSG00000122877.15	6	1	1	1	0	2
ENSG00000199446.1	0	0	0	0	0	0
ENSG00000224301.1	0	0	0	0	0	0
ENSG00000148572.15	1241	1382	1274	1393	1299	1142
ENSG00000171988.18	2739	2921	2617	3065	2723	2308
ENSG00000234369.1	136	150	175	176	115	127
ENSG00000270421.1	0	0	0	0	0	0
ENSG00000221063.3	0	0	0	0	0	0
ENSG00000235816.3	5	6	6	5	6	8
ENSG00000272767.1	61	60	51	72	55	46
ENSG00000224412.1	0	0	0	0	0	0
ENSG00000165476.13	3575	4368	3049	3782	3574	3355
ENSG00000232075.1	0	0	0	0	0	0
ENSG00000270352.1	0	0	0	0	0	0
ENSG00000228566.1	0	0	0	1	0	0
ENSG00000213609.3	550	654	656	662	604	547
ENSG00000226426.1	0	0	0	0	0	0
ENSG00000235489.4	181	198	200	200	200	194
ENSG00000233900.1	0	0	0	0	0	0
ENSG00000270648.1	0	0	0	0	0	0
ENSG00000216740.2	40	38	33	36	21	22
ENSG00000224714.2	0	0	0	0	0	0
ENSG00000270754.1	0	0	0	0	0	0
ENSG00000282906.1	0	0	0	0	0	0
ENSG00000227173.1	0	2	0	0	2	0
ENSG00000233724.1	0	0	0	0	0	0
ENSG00000235356.2	0	0	0	0	0	0
ENSG00000228065.10	158	164	150	183	156	146
ENSG00000183230.16	0	0	0	0	0	0
ENSG00000273360.1	0	0	0	0	0	0
ENSG00000277056.1	0	0	0	0	0	0
ENSG00000198739.10	0	0	0	0	0	0
ENSG00000225299.1	0	0	0	0	0	0
ENSG00000226448.1	0	0	0	0	0	0
ENSG00000276866.1	0	0	0	0	0	0
ENSG00000213606.3	2005	2319	1697	1832	1988	1639
ENSG00000225922.1	0	0	0	0	0	0
ENSG00000108176.14	826	869	564	1149	887	640
ENSG00000212520.1	0	0	0	0	0	0
ENSG00000239942.2	0	0	0	1	0	0
ENSG00000237141.1	0	0	0	0	0	0
ENSG00000272892.1	17	12	16	9	4	16
ENSG00000252113.2	0	0	0	0	0	0
ENSG00000219932.6	609	589	502	576	593	520
ENSG00000096717.11	2576	2758	2481	3212	2642	2319
ENSG00000148634.15	5954	6710	7532	6457	6449	6712
ENSG00000226318.1	12	8	17	17	6	11
ENSG00000266467.2	0	0	0	1	0	0
ENSG00000236375.3	0	0	0	1	0	0
ENSG00000138347.15	404	357	379	292	343	418
ENSG00000222371.1	0	0	0	0	0	1
ENSG00000179774.8	4	10	6	10	7	9
ENSG00000233590.1	0	0	0	0	0	0
ENSG00000234102.1	0	0	0	0	0	0
ENSG00000108187.15	386	415	346	586	444	314
ENSG00000096746.17	21562	21724	21150	24662	22816	21739
ENSG00000204130.13	1290	1266	1156	1416	1218	1171
ENSG00000138346.14	1781	2197	2030	2139	2143	1850
ENSG00000234806.1	12	14	12	16	14	10
ENSG00000199638.1	0	0	0	0	0	0
ENSG00000122912.14	731	941	854	949	924	748
ENSG00000226493.1	26	8	14	24	6	5
ENSG00000207438.1	0	0	0	0	0	0
ENSG00000214881.4	68	70	93	96	105	112
ENSG00000138336.8	178	195	175	225	203	150
ENSG00000213025.2	145	171	132	154	143	154
ENSG00000227583.1	0	1	0	0	0	0
ENSG00000260400.1	23	37	11	40	14	12
ENSG00000270494.1	0	0	0	0	0	0
ENSG00000060339.13	9980	11164	9987	10925	10565	9087
ENSG00000195401.2	0	0	0	0	0	0
ENSG00000283551.1	1	0	0	0	0	0
ENSG00000221184.1	88	59	56	86	80	64
ENSG00000165730.15	82	122	80	108	118	92
ENSG00000200218.1	0	0	0	0	0	0
ENSG00000285871.1	0	0	0	0	0	0
ENSG00000107625.12	3133	3404	3213	3414	3510	2864
ENSG00000206855.1	0	0	0	0	0	0
ENSG00000165732.12	20477	23067	25485	24053	23858	23034
ENSG00000198954.7	3224	3680	3179	3276	3248	3134
ENSG00000214875.2	0	5	3	0	1	1
ENSG00000229001.1	2	0	2	2	1	2
ENSG00000122862.4	2253	2567	2685	2609	2756	2704
ENSG00000274008.1	1	0	2	3	5	4
ENSG00000122958.14	4873	5706	4614	5869	5289	4511
ENSG00000233163.1	0	0	0	0	0	0
ENSG00000156502.13	2132	2405	2211	2231	2243	2035
ENSG00000229261.1	15	17	32	21	27	22
ENSG00000156510.12	2981	4514	4247	3160	4566	3915
ENSG00000231748.1	0	0	3	0	2	0
ENSG00000156515.23	6522	8912	6842	6035	8477	6474
ENSG00000229197.1	0	1	0	0	0	0
ENSG00000075073.14	10	7	15	4	6	6
ENSG00000232734.1	1	0	1	0	0	1
ENSG00000099282.9	3198	3238	3513	3253	3049	3212
ENSG00000233197.1	0	0	0	0	0	0
ENSG00000122859.4	0	0	1	0	0	0
ENSG00000236154.1	1	1	1	1	3	1
ENSG00000230755.1	0	0	0	0	0	0
ENSG00000235803.1	0	0	0	0	0	0
ENSG00000235524.1	0	0	0	0	0	0
ENSG00000231152.1	0	0	0	0	0	0
ENSG00000226794.1	0	0	0	0	0	0
ENSG00000171224.8	884	939	800	844	931	725
ENSG00000235645.2	0	0	0	0	0	0
ENSG00000230469.1	1	0	0	0	0	0
ENSG00000197467.14	36	12	18	27	19	19
ENSG00000224222.1	1	1	0	0	0	2
ENSG00000099284.13	2217	2361	1987	2651	2407	1839
ENSG00000042286.14	4451	4845	4492	4697	4746	4343
ENSG00000156521.13	2744	3173	2334	2751	2850	2325
ENSG00000079332.14	6608	7196	6425	7340	6707	6289
ENSG00000229097.1	271	238	250	231	257	258
ENSG00000232142.1	0	1	1	0	0	1
ENSG00000180817.11	9151	10060	10305	10054	10079	9466
ENSG00000148734.7	2	1	0	0	1	0
ENSG00000172731.13	1901	2195	1852	2148	2219	1780
ENSG00000224725.3	15	22	20	29	27	27
ENSG00000148730.6	3472	4118	3546	4098	3834	3405
ENSG00000156574.9	0	0	0	2	0	1
ENSG00000280401.1	14	9	7	11	8	9
ENSG00000107719.8	1087	1141	1007	1175	1054	1030
ENSG00000230661.1	0	0	0	0	0	0
ENSG00000180644.7	1	0	1	0	0	0
ENSG00000138316.10	11	9	11	15	11	26
ENSG00000166220.12	0	0	0	0	0	0
ENSG00000231366.1	0	0	0	0	0	0
ENSG00000166224.16	6648	6680	5992	7266	6050	5851
ENSG00000166228.8	7057	7324	7216	7413	7469	7062
ENSG00000285300.1	0	0	0	0	0	0
ENSG00000271409.1	0	0	0	0	0	0
ENSG00000259267.2	0	0	0	0	0	0
ENSG00000107731.12	40	41	68	42	54	49
ENSG00000237512.6	0	0	0	0	1	0
ENSG00000198246.8	814	1027	864	929	905	823
ENSG00000279406.1	94	109	83	91	95	84
ENSG00000107736.20	233	277	200	278	249	179
ENSG00000223817.1	0	0	0	0	0	0
ENSG00000214688.5	1	0	1	0	0	2
ENSG00000107738.19	2395	2240	2413	1876	1978	2358
ENSG00000274824.1	0	0	0	0	0	0
ENSG00000197746.13	66408	72457	56788	68824	68385	57309
ENSG00000238446.1	0	0	0	0	0	0
ENSG00000230526.1	9	16	14	19	9	10
ENSG00000122863.5	5457	6979	6050	5803	6060	6134
ENSG00000272988.1	0	0	0	0	1	0
ENSG00000107742.12	157	157	111	148	155	148
ENSG00000138303.17	3186	3383	3014	3528	3291	2950
ENSG00000200294.1	0	0	0	0	0	0
ENSG00000226701.1	17	10	7	13	9	12
ENSG00000166295.8	5764	6003	5253	6279	5908	5117
ENSG00000200170.1	5	6	4	13	4	3
ENSG00000168209.4	13954	15515	11115	18944	16830	13125
ENSG00000269926.1	88	116	18	166	73	76
ENSG00000148719.14	3300	3542	3194	3547	3336	3000
ENSG00000107745.18	4227	5138	3709	4613	4719	3873
ENSG00000202513.1	0	0	0	0	0	0
ENSG00000282915.1	0	0	0	0	0	0
ENSG00000276531.1	0	0	0	0	0	0
ENSG00000226163.1	0	0	0	0	0	0
ENSG00000230609.1	0	0	0	0	0	0
ENSG00000272536.2	0	0	0	0	0	0
ENSG00000231471.1	0	0	0	0	0	0
ENSG00000238215.1	0	0	0	0	0	0
ENSG00000201881.1	0	0	0	0	0	0
ENSG00000156026.14	3991	4737	3993	4374	4650	3597
ENSG00000266719.1	0	0	0	0	0	0
ENSG00000280166.1	0	0	0	0	0	0
ENSG00000279502.1	0	0	0	0	0	0
ENSG00000272627.1	3	4	4	12	5	4
ENSG00000138315.12	9	8	10	12	12	5
ENSG00000215086.2	1102	1319	1416	1223	1336	1201
ENSG00000138308.5	0	0	0	0	1	0
ENSG00000213700.3	45	36	48	48	34	45
ENSG00000122884.12	2316	2634	2144	2980	2582	1972
ENSG00000232646.1	0	0	0	0	0	0
ENSG00000237768.2	1	1	0	4	1	0
ENSG00000201047.1	0	0	0	0	0	0
ENSG00000272630.1	10	12	11	13	12	10
ENSG00000166321.13	315	302	315	320	296	249
ENSG00000272599.2	240	224	194	234	198	185
ENSG00000221164.1	111	141	115	135	113	108
ENSG00000122882.10	2697	2950	2858	2864	2940	2588
ENSG00000138286.14	790	755	657	935	789	615
ENSG00000213551.4	5448	6108	5774	5994	6243	5625
ENSG00000199201.1	0	0	0	0	0	0
ENSG00000227382.1	1	9	5	2	4	4
ENSG00000236756.4	21	13	16	21	23	8
ENSG00000182180.13	7816	9032	7904	8875	8833	7763
ENSG00000227540.1	143	134	122	136	150	93
ENSG00000156042.17	59	68	51	56	57	60
ENSG00000200356.1	0	0	0	1	0	0
ENSG00000207473.1	0	0	0	1	0	0
ENSG00000138279.15	7542	8403	7637	7890	8382	7473
ENSG00000233144.1	28	20	15	40	23	6
ENSG00000229659.1	249	270	313	285	286	227
ENSG00000166343.9	63	65	53	70	45	54
ENSG00000107758.15	2430	2468	2349	2718	2485	2231
ENSG00000221817.9	391	317	339	394	345	313
