N_unmapped	0	0	0
N_multimapping	0	0	0
N_noFeature	0	0	0
N_ambiguous	0	0	0
ENSG00000260370.1	0	0	0
ENSG00000237297.1	0	0	0
ENSG00000261456.5	0	0	0
ENSG00000232420.2	0	0	0
ENSG00000015171.19	0	0	0
ENSG00000276662.1	0	0	0
ENSG00000212331.1	0	0	0
ENSG00000151240.16	0	0	0
ENSG00000201861.1	0	0	0
ENSG00000239822.3	0	0	0
ENSG00000233021.2	0	0	0
ENSG00000225140.1	0	0	0
ENSG00000263511.1	0	0	0
ENSG00000180525.11	0	0	0
ENSG00000231601.1	0	0	0
ENSG00000107929.14	0	0	0
ENSG00000229869.1	0	0	0
ENSG00000205740.2	0	0	0
ENSG00000107937.18	0	0	0
ENSG00000148377.5	0	0	0
ENSG00000232656.7	0	0	0
ENSG00000067064.11	0	0	0
ENSG00000047056.15	0	0	0
ENSG00000229205.3	0	0	0
ENSG00000185736.15	0	0	0
ENSG00000282390.1	0	0	0
ENSG00000233052.1	0	0	0
ENSG00000205696.4	0	0	0
ENSG00000234962.5	0	0	0
ENSG00000226694.2	0	0	0
ENSG00000278069.1	0	0	0
ENSG00000252998.1	0	0	0
ENSG00000227912.1	0	0	0
ENSG00000231326.6	0	0	0
ENSG00000212156.1	0	0	0
ENSG00000234556.1	0	0	0
ENSG00000234170.5	0	0	0
ENSG00000237500.1	0	0	0
ENSG00000235281.1	0	0	0
ENSG00000231743.1	0	0	0
ENSG00000234182.1	0	0	0
ENSG00000273001.1	0	0	0
ENSG00000067057.16	0	0	0
ENSG00000278419.1	0	0	0
ENSG00000107959.15	0	0	0
ENSG00000237399.7	0	0	0
ENSG00000236968.1	0	0	0
ENSG00000226762.2	0	0	0
ENSG00000227338.1	0	0	0
ENSG00000233321.1	0	0	0
ENSG00000236892.1	0	0	0
ENSG00000229672.2	0	0	0
ENSG00000228353.1	0	0	0
ENSG00000067082.14	0	0	0
ENSG00000230573.1	0	0	0
ENSG00000226005.4	0	0	0
ENSG00000274809.1	0	0	0
ENSG00000227101.1	0	0	0
ENSG00000236990.1	0	0	0
ENSG00000233117.2	0	0	0
ENSG00000224382.1	0	0	0
ENSG00000230096.1	0	0	0
ENSG00000207124.1	0	0	0
ENSG00000231298.6	0	0	0
ENSG00000225269.2	0	0	0
ENSG00000165568.17	0	0	0
ENSG00000151631.8	0	0	0
ENSG00000238840.1	0	0	0
ENSG00000187134.13	0	0	0
ENSG00000151632.17	0	0	0
ENSG00000224251.6	0	0	0
ENSG00000239148.1	0	0	0
ENSG00000196139.13	0	0	0
ENSG00000239142.1	0	0	0
ENSG00000225418.1	0	0	0
ENSG00000264006.8	0	0	0
ENSG00000198610.10	0	0	0
ENSG00000228291.1	0	0	0
ENSG00000231039.2	0	0	0
ENSG00000224034.1	0	0	0
ENSG00000215267.8	0	0	0
ENSG00000223987.1	0	0	0
ENSG00000280450.1	0	0	0
ENSG00000178473.6	0	0	0
ENSG00000178462.11	0	0	0
ENSG00000173848.18	0	0	0
ENSG00000178372.7	0	0	0
ENSG00000205488.8	0	0	0
ENSG00000178363.4	0	0	0
ENSG00000256462.1	0	0	0
ENSG00000242147.1	0	0	0
ENSG00000231483.1	0	0	0
ENSG00000228951.1	0	0	0
ENSG00000228685.1	0	0	0
ENSG00000240577.3	0	0	0
ENSG00000196372.12	0	0	0
ENSG00000108021.20	0	0	0
ENSG00000226647.2	0	0	0
ENSG00000057608.16	0	0	0
ENSG00000270427.1	0	0	0
ENSG00000272764.1	0	0	0
ENSG00000134461.15	0	0	0
ENSG00000240180.1	0	0	0
ENSG00000134452.19	0	0	0
ENSG00000232807.2	0	0	0
ENSG00000134470.20	0	0	0
ENSG00000134460.17	0	0	0
ENSG00000251922.1	0	0	0
ENSG00000229664.1	0	0	0
ENSG00000214015.3	0	0	0
ENSG00000134453.15	0	0	0
ENSG00000170525.20	0	0	0
ENSG00000201581.1	0	0	0
ENSG00000263628.1	0	0	0
ENSG00000283634.1	0	0	0
ENSG00000213994.3	0	0	0
ENSG00000238366.1	0	0	0
ENSG00000215244.2	0	0	0
ENSG00000226705.1	0	0	0
ENSG00000212743.2	0	0	0
ENSG00000065675.14	0	0	0
ENSG00000237943.6	0	0	0
ENSG00000225948.2	0	0	0
ENSG00000285743.1	0	0	0
ENSG00000223784.2	0	0	0
ENSG00000285988.1	0	0	0
ENSG00000281186.1	0	0	0
ENSG00000238266.2	0	0	0
ENSG00000285845.1	0	0	0
ENSG00000234248.1	0	0	0
ENSG00000223581.1	0	0	0
ENSG00000270811.1	0	0	0
ENSG00000198879.11	0	0	0
ENSG00000235141.1	0	0	0
ENSG00000278982.1	0	0	0
ENSG00000232591.1	0	0	0
ENSG00000207453.1	0	0	0
ENSG00000230121.1	0	0	0
ENSG00000123243.14	0	0	0
ENSG00000151655.18	0	0	0
ENSG00000151657.11	0	0	0
ENSG00000165629.19	0	0	0
ENSG00000165632.7	0	0	0
ENSG00000233990.1	0	0	0
ENSG00000107485.16	0	0	0
ENSG00000197308.9	0	0	0
ENSG00000232638.1	0	0	0
ENSG00000225053.1	0	0	0
ENSG00000232170.5	0	0	0
ENSG00000226861.1	0	0	0
ENSG00000226990.1	0	0	0
ENSG00000271251.1	0	0	0
ENSG00000213771.3	0	0	0
ENSG00000236420.1	0	0	0
ENSG00000212505.1	0	0	0
ENSG00000270234.1	0	0	0
ENSG00000234752.1	0	0	0
ENSG00000223808.1	0	0	0
ENSG00000230014.1	0	0	0
ENSG00000235838.1	0	0	0
ENSG00000228636.2	0	0	0
ENSG00000224788.1	0	0	0
ENSG00000229919.3	0	0	0
ENSG00000200849.1	0	0	0
ENSG00000272436.1	0	0	0
ENSG00000234306.1	0	0	0
ENSG00000279575.1	0	0	0
ENSG00000270111.2	0	0	0
ENSG00000228997.1	0	0	0
ENSG00000225383.7	0	0	0
ENSG00000048740.18	0	0	0
ENSG00000229240.8	0	0	0
ENSG00000231496.1	0	0	0
ENSG00000228027.1	0	0	0
ENSG00000229206.3	0	0	0
ENSG00000237986.3	0	0	0
ENSG00000230322.1	0	0	0
ENSG00000181800.5	0	0	0
ENSG00000280086.1	0	0	0
ENSG00000148429.14	0	0	0
ENSG00000271360.1	0	0	0
ENSG00000271046.1	0	0	0
ENSG00000134463.14	0	0	0
ENSG00000148426.12	0	0	0
ENSG00000225778.5	0	0	0
ENSG00000151461.19	0	0	0
ENSG00000251957.1	0	0	0
ENSG00000181192.11	0	0	0
ENSG00000272507.1	0	0	0
ENSG00000065665.20	0	0	0
ENSG00000265653.1	0	0	0
ENSG00000165609.12	0	0	0
ENSG00000151465.13	0	0	0
ENSG00000228302.2	0	0	0
ENSG00000264036.2	0	0	0
ENSG00000183049.12	0	0	0
ENSG00000252438.1	0	0	0
ENSG00000252118.1	0	0	0
ENSG00000285994.1	0	0	0
ENSG00000263584.1	0	0	0
ENSG00000283699.1	0	0	0
ENSG00000221331.1	0	0	0
ENSG00000285520.1	0	0	0
ENSG00000151468.10	0	0	0
ENSG00000212499.1	0	0	0
ENSG00000225251.1	0	0	0
ENSG00000123240.16	0	0	0
ENSG00000235763.1	0	0	0
ENSG00000234175.1	0	0	0
ENSG00000228330.1	0	0	0
ENSG00000203414.2	0	0	0
ENSG00000237540.1	0	0	0
ENSG00000065328.16	0	0	0
ENSG00000272055.1	0	0	0
ENSG00000165623.9	0	0	0
ENSG00000107537.13	0	0	0
ENSG00000226209.1	0	0	0
ENSG00000086475.14	0	0	0
ENSG00000233256.1	0	0	0
